Adj Close SOXX,Adj Close ADI
117.93998,71.45211
117.262222,71.577454
111.535645,66.535019
112.910805,67.595573
114.285973,68.067993
115.867409,68.453659
118.254295,70.324089
119.285683,71.230362
118.88295,70.516899
117.949806,70.285507
119.324974,70.47834
119.216919,69.938423
121.250198,70.970047
120.022369,69.504555
121.210907,70.198738
122.369987,70.767578
122.369972,70.960396
122.960716,70.815773
123.590805,71.191788
125.116875,71.644943
122.744095,70.921844
122.724411,70.941116
120.824219,70.015549
120.824219,69.909508
121.158981,69.764885
120.125191,68.762177
121.080215,69.032127
122.360123,69.35994
122.950851,69.755234
123.374214,70.015549
122.340431,69.62989
123.137924,70.063774
121.158981,69.687744
122.813019,70.391579
122.261673,69.842003
123.836945,70.266228
123.07885,70.169815
125.461464,70.873627
127.322266,71.866699
126.603546,71.538879
128.178833,74.170975
127.538864,73.544296
125.884819,72.25235
127.883453,73.438232
127.824402,72.531952
128.484024,72.811531
128.936935,72.821175
129.409546,73.573219
129.655655,74.701248
128.523438,73.766037
128.444656,73.785316
128.710464,75.125481
128.356033,75.04834
129.350449,78.673485
129.55719,79.030228
130.2267,79.521927
132.067795,79.849747
132.097336,79.549217
129.951035,79.112991
129.862411,79.180847
131.102951,79.762497
129.429199,79.423195
131.447525,81.197212
130.098709,81.090576
130.0298,80.634964
130.098709,81.284462
130.384232,80.857918
130.689438,80.925774
130.945404,80.625267
132.441956,79.684929
133.43634,80.227806
133.042526,81.119652
134.095993,80.954865
133.95816,80.189026
134.233826,80.712509
135.228241,80.363525
132.057968,79.297173
133.456009,79.607384
133.16066,79.045143
134.131012,79.142067
134.328445,78.909416
134.752899,79.684929
134.427124,79.403824
135.118164,79.684929
135.128006,79.442581
134.269196,78.754303
133.597946,78.754303
132.670044,77.591026
132.87735,77.862457
133.44989,77.561943
132.423264,76.90274
131.357208,75.69101
129.096634,74.518021
128.237854,74.169037
129.83699,74.052696
130.439163,75.041496
131.120255,74.634354
133.193222,76.253265
132.630569,75.254761
134.535721,76.796112
135.907837,76.922142
134.792389,75.594063
136.687683,75.468033
134.358063,73.868507
135.690689,73.887909
134.259338,73.199638
134.723297,73.286873
134.624573,73.345047
135.157608,73.471062
134.624573,74.043015
135.957199,76.098145
138.8396,76.611931
139.343048,76.039986
139.7379,76.224174
141.899719,77.755821
143.933182,78.570129
137.724167,76.020599
140.29068,78.017563
141.840485,78.754303
143.390259,79.5783
142.817734,79.452286
143.745636,79.607384
144.476135,79.820656
145.137497,80.276276
146.104858,82.205399
146.085159,83.136009
146.2332,79.694626
147.723755,78.43441
148.079117,76.3405
148.56282,77.649185
149.668396,78.799561
152.402756,80.369102
145.996292,76.625565
145.157227,77.736923
146.144363,79.189507
144.614304,78.906799
143.469238,77.746681
142.896698,78.029396
145.611313,78.351105
143.972702,77.210495
145.6409,77.970901
145.305298,79.277237
145.739624,79.501465
144.485977,78.546074
140.626694,76.177116
143.061035,77.210495
139.498581,75.787163
138.736633,75.845673
136.83667,74.198112
139.637131,75.787163
139.023621,75.387482
141.368866,76.49884
143.001633,76.752312
144.189133,77.85392
146.494781,78.351105
146.039581,78.253616
147.998932,79.501465
147.395294,79.053017
147.85051,79.101768
149.216095,78.351105
149.651505,78.819038
148.374969,76.976524
147.929657,76.771797
147.801025,77.522453
149.423904,78.692314
147.147903,77.55172
146.583862,77.249489
145.445862,77.025276
146.346359,76.966766
145.287552,76.840042
144.743271,75.98214
144.802643,75.826172
147.296356,76.888786
146.870834,76.986275
146.376053,76.021141
142.289154,74.900024
143.090714,76.079636
146.7323,77.892906
147.098434,77.951401
147.335938,78.048889
143.615189,75.611687
143.832901,75.787163
142.764145,75.748161
145.119293,77.181252
145.732834,77.083755
145.752625,77.27874
145.050034,76.986275
145.485443,77.444473
145.713058,77.55172
148.206741,81.616959
149.671295,81.568207
150.324402,82.260368
148.266129,80.915031
148.503632,80.437355
148.76091,79.496338
147.009354,78.84938
149.80983,80.594185
150.482727,80.525574
150.779587,80.437347
151.373352,80.711807
154.015472,82.182152
156.034164,83.485847
156.528946,83.554466
154.371704,82.035118
153.70871,82.574234
154.490463,83.240784
151.511871,82.221359
151.272614,82.250771
154.936035,83.240784
156.077759,83.946564
157.427963,84.46608
158.480331,84.123001
158.917175,84.201416
159.2845,85.279663
159.423492,86.152061
160.04895,86.132462
161.270096,85.975616
162.173538,86.250076
163.285492,86.818619
162.769211,87.073479
163.811661,87.298927
164.586029,87.073479
164.447037,87.181305
165.002991,87.24012
164.586029,87.044083
165.429916,87.171501
166.244019,87.014656
167.405579,88.504616
165.211502,88.083115
166.184448,88.769272
169.659241,89.40641
170.115921,89.514244
171.476059,89.494644
170.850586,89.190773
171.694473,88.99472
174.732422,89.994545
177.204498,90.455254
177.045639,90.082779
177.611542,90.180794
174.057343,87.92627
175.208969,87.818451
175.715302,88.249748
175.556458,88.651642
173.977921,87.396957
176.569122,88.690857
175.794724,88.632034
177.889526,91.22963
179.924759,88.406593
178.832687,86.897041
180.441025,87.387146
178.177444,85.720764
178.256866,85.348282
170.403839,83.966164
171.317215,84.85302
169.460678,84.153389
165.390198,83.552299
165.519272,83.591705
166.055359,84.163239
167.67363,84.85302
166.809906,84.271629
167.812622,84.547546
166.174515,84.232224
166.144745,83.9366
165.975952,84.19281
168.577087,85.424561
172.190872,86.804115
172.008865,86.666161
173.26207,87.355949
171.431976,87.355949
171.332504,87.553024
169.621765,87.336243
170.168823,87.799377
170.64624,88.075287
168.895706,87.7304
173.480881,88.962151
176.514465,90.065804
177.509079,89.967262
178.52359,90.331856
179.925995,90.489532
178.155579,90.302307
176.017151,88.79464
177.071442,89.858871
178.026291,90.67675
178.613113,91.74099
183.795044,94.174927
184.620575,95.820557
184.80957,94.73661
186.182129,95.239166
187.674057,95.061798
183.377304,93.94828
180.194534,90.637337
185.953384,92.470177
185.684814,92.411064
181.994781,90.213623
183.476776,90.538795
182.571671,90.312164
177.658264,87.809235
169.293564,84.153389
175.420395,87.247559
171.660736,84.104118
164.449768,81.473091
169.184158,82.704842
172.436523,83.808495
172.23761,83.108856
176.275757,83.887321
178.374405,84.153389
177.737839,84.833321
180.880829,87.119453
178.802078,87.119453
178.404236,87.267258
182.223572,89.050835
186.152298,91.011787
185.535629,90.913246
183.884567,88.834053
180.980301,87.020905
184.05365,88.223099
185.704727,89.809601
188.499588,90.588074
189.106308,91.386246
189.275391,91.841888
193.204117,93.832855
195.253021,94.625275
192.239334,93.763519
192.219437,93.198906
192.070251,93.050331
191.990677,93.258339
188.330505,92.614502
189.713028,91.831985
190.071075,91.921127
185.063293,89.682533
178.904495,86.869431
186.368805,92.228195
179.512405,90.187706
175.625763,89.058502
179.432678,90.266937
172.576263,87.909485
175.845016,88.672188
178.107239,90.3759
176.283508,90.078751
170.951843,87.473648
172.028137,87.156677
177.529221,89.177361
177.598984,89.940079
180.947464,92.139038
179.612045,91.901321
179.930969,92.257912
183.339233,94.268684
181.535446,93.67437
173.682449,88.999062
171.629517,88.909927
169.347366,87.166588
167.982071,86.819908
167.772797,86.938766
171.200989,87.859955
170.005112,86.849617
168.141525,86.522743
170.902023,88.018448
170.144623,87.463753
171.161133,87.077446
175.177307,89.415085
176.871475,89.642914
177.917877,90.554199
180.628555,91.742836
183.917252,92.456009
182.571869,91.723022
184.804199,92.980995
182.801071,92.673927
185.152985,93.872467
184.614838,94.139915
181.973938,93.98143
183.797653,94.397453
184.824127,94.803574
185.820709,93.496071
186.56813,94.139915
188.072952,94.546028
186.936859,93.496071
188.152679,94.080482
186.787369,96.259644
191.042725,97.468094
192.557526,99.033134
193.474365,99.686874
194.70015,101.133049
192.96611,101.47142
191.242035,100.575729
190.873306,100.904152
191.859924,101.531128
191.570908,100.565788
192.71698,101.212662
192.547562,101.013626
190.693939,100.605591
188.601135,99.580528
189.508011,100.516022
187.156097,98.684845
185.671204,98.615173
180.210007,97.67968
180.850006,98.236992
176.529999,96.037582
177.869995,95.490219
178.240005,95.460365
179.360001,95.848495
176.089996,94.057121
180.800003,95.938065
183.020004,96.73423
184.190002,96.714325
186.139999,98.06781
181.360001,95.758926
182.580002,97.928482
181.919998,97.649826
181.669998,97.172119
184.279999,97.789154
185.699997,98.615173
185.289993,97.789154
184.419998,97.341309
184.669998,97.321404
182.660004,96.983032
183.350006,96.087349
186.929993,97.231834
186.100006,96.515289
184.279999,94.853287
185.5,95.679314
185.229996,95.579788
187.050003,95.729073
187.440002,96.097298
188.570007,96.913368
190.070007,98.117569
190.509995,98.018051
188.630005,97.271645
183.949997,94.485062
184.220001,94.674149
183.850006,94.395493
181.300003,93.310715
181.070007,93.808319
179.720001,94.126785
179.559998,93.29081
183.059998,95.460365
183.919998,97.450783
184.130005,96.923317
186.800003,98.306656
189.770004,99.590477
190.5,99.938797
191,99.689995
189.289993,98.57
190.320007,98.849998
191.850006,98.110001
190.919998,97.870003
185.860001,97.089996
185.089996,93.959999
187.050003,94.589996
185.240005,93.25
183.100006,91.019997
185.190002,92.400002
187.270004,92.529999
184.660004,91.309998
